,density,vpa,packing fraction,PymatgenData minimum boiling_point,PymatgenData mean boiling_point,PymatgenData maximum boiling_point,PymatgenData minimum molar_volume,PymatgenData mean molar_volume,PymatgenData maximum molar_volume,MagpieData minimum FirstIonizationEnergy,MagpieData mean FirstIonizationEnergy,MagpieData maximum FirstIonizationEnergy,holder_mean::0 Average bond length,holder_mean::0 Average bond angle,MagpieData mean SpaceGroupNumber,MagpieData minimum Number,MagpieData mean Number,MagpieData maximum Number,MagpieData minimum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData minimum MeltingT,MagpieData mean MeltingT,MagpieData maximum MeltingT,MagpieData minimum Column,MagpieData mean Column,MagpieData maximum Column,MagpieData minimum Row,MagpieData mean Row,MagpieData maximum Row,MagpieData minimum CovalentRadius,MagpieData mean CovalentRadius,MagpieData maximum CovalentRadius,MagpieData minimum Electronegativity,MagpieData mean Electronegativity,MagpieData maximum Electronegativity,MagpieData minimum NsValence,MagpieData mean NsValence,MagpieData maximum NsValence,MagpieData minimum NpValence,MagpieData mean NpValence,MagpieData maximum NpValence,MagpieData minimum NdValence,MagpieData mean NdValence,MagpieData maximum NdValence,MagpieData minimum NfValence,MagpieData mean NfValence,MagpieData maximum NfValence,MagpieData minimum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData maximum GSvolume_pa,PymatgenData minimum block,PymatgenData mean block,PymatgenData maximum block,PymatgenData minimum atomic_mass,PymatgenData mean atomic_mass,PymatgenData maximum atomic_mass,PymatgenData minimum atomic_radius,PymatgenData mean atomic_radius,PymatgenData maximum atomic_radius,cohesive energy (MP)
956,4.651354686,22.17401551,0.352084156,958,1977,3200,7.11,12.4875,16.42,5.985768,8.304232,9.75239,2.616037722,0.575588097,119.5,13,27.5,34,64,78.75,89,494,819.81,1357.77,11,14,16,3,3.75,4,120,123.25,132,1.61,2.1525,2.55,1,1.75,2,0,2.25,4,0,7.5,10,0,0,0,11.07,19.8475,25.92,2,2.25,3,26.9815386,62.11188465,78.96,1.15,1.225,1.35,3.745780291
957,5.129281725,27.98121233,0.370563878,1261,2128.5,3200,7.11,14.5075,20.46,5.985768,7.932837,9.0096,2.827013004,0.585297658,188.5,13,36.5,52,64,79.25,90,722.66,934.14,1357.77,11,14,16,3,4.25,5,121,132.25,138,1.61,1.9275,2.1,1,1.75,2,0,2.25,4,0,7.5,10,0,0,0,11.07,24.26916667,34.76333333,2,2.25,3,26.9815386,86.43188465,127.6,1.25,1.35,1.4,3.338786738
958,5.147661877,23.13713826,0.360386423,332,1766,3200,7.11,13.445,19.78,7.72638,9.77009,11.8138,2.652971468,0.615479709,144.5,29,32,35,64,79.5,95,265.8,811.785,1357.77,11,14,17,4,4,4,120,126,132,1.9,2.43,2.96,1,1.5,2,0,2.5,5,10,10,10,0,0,0,11.07,20.275,29.48,2,2.5,3,63.546,71.725,79.904,1.15,1.25,1.35,2.70724593
959,4.04170472,14.2243861,0.373584065,717.87,2208.935,4200,4.39,10.64,15.53,7.72638,9.186105,10.36001,2.28524526,0.600320844,132.75,5,16.5,29,64,78,88,388.36,1120.6225,2348,11,14,16,2,3,4,84,106.5,132,1.9,2.275,2.58,1,1.75,2,0,2.25,4,0,2.5,10,0,0,0,7.1725,17.4540625,25.786875,2,2.25,3,10.811,34.62175,63.546,0.85,1.05,1.35,4.773046041
960,4.165254207,19.73369438,0.36725979,239.11,1719.555,3200,7.11,12.25,17.39,7.72638,10.347005,12.96763,2.515931609,0.615479709,144.5,17,23,29,64,79,94,171.6,764.685,1357.77,11,14,17,3,3.5,4,102,117,132,1.9,2.53,3.16,1,1.5,2,0,2.5,5,0,5,10,0,0,0,11.07,17.78375,24.4975,2,2.5,3,35.453,49.4995,63.546,1,1.175,1.35,2.922264455
961,4.81590221,14.2307921,0.380498619,85.03,1642.515,3200,7.11,9.155,11.2,7.72638,12.57459,17.4228,2.256172961,0.615479709,120,9,19,29,64,78.5,93,53.5,705.635,1357.77,11,14,17,2,3,4,57,94.5,132,1.9,2.94,3.98,1,1.5,2,0,2.5,5,0,5,10,0,0,0,9.7075,10.38875,11.07,2,2.5,3,18.9984032,41.2722016,63.546,0.5,0.925,1.35,3.241454175
962,5.73032279,28.14274057,0.37751163,1261,2049.75,3200,7.11,14.9575,20.46,5.999301,7.93622025,9.0096,2.832749094,0.585220105,148.25,29,41,52,64,79.5,90,302.91,776.5,1357.77,11,14,16,4,4.5,5,122,132.5,138,1.81,1.9775,2.1,1,1.75,2,0,2.25,4,10,10,10,0,0,0,11.07,24.86354167,34.76333333,2,2.25,3,63.546,97.11725,127.6,1.3,1.3625,1.4,3.075006221
963,5.638100004,28.04583507,0.388650132,457.4,1828.7,3200,7.11,16.415,25.72,7.72638,9.08882,10.45126,3.022961357,0.706486375,144.5,29,41,53,64,80,96,386.85,872.31,1357.77,11,14,17,4,4.5,5,132,135.5,139,1.9,2.28,2.66,1,1.5,2,0,2.5,5,10,10,10,0,0,0,11.07,27.0425,43.015,2,2.5,3,63.546,95.225235,126.90447,1.35,1.375,1.4,2.570265893
964,5.77989482,31.14027081,0.392519117,1261,2016.75,3200,7.11,15.9475,20.46,5.78636,7.882985,9.0096,2.935388742,0.585708972,167,29,45.5,52,64,79.75,90,429.75,808.21,1357.77,11,14,16,4,4.75,5,132,137.5,142,1.78,1.97,2.1,1,1.75,2,0,2.25,4,10,10,10,0,0,0,11.07,26.21416667,34.76333333,2,2.25,3,63.546,108.391,127.6,1.35,1.425,1.55,2.985269614
965,3.734023434,20.55496609,0.324250772,717.87,1565.64,3134,7.09,13.25857143,15.53,5.999301,8.763006,10.36001,2.667459422,0.767030608,91,16,21.71428571,31,55,79.28571429,88,302.91,567.18,1811,8,14,16,3,3.428571429,4,105,113.7142857,132,1.81,2.252857143,2.58,2,2,2,0,2.571428571,4,0,3.714285714,10,0,0,0,10.73,21.65607143,25.786875,2,2.142857143,3,32.065,46.22157143,69.723,1,1.142857143,1.4,4.178622014
966,4.854775286,24.97549743,0.316779561,958,1702.857143,3134,7.09,13.76714286,16.42,5.999301,8.415794571,9.75239,2.799919781,0.613520494,59,26,32,34,55,79.85714286,89,302.91,627.5457143,1811,8,14,16,4,4,4,120,122.2857143,132,1.81,2.235714286,2.55,2,2,2,0,2.571428571,4,6,9.428571429,10,0,0,0,10.73,21.73214286,25.92,2,2.142857143,3,55.845,73.01871429,78.96,1.15,1.228571429,1.4,3.499715313
967,2.681376898,24.62796533,0.65447813,717.87,1400.435,3134,7.09,21.0225,45.94,4.3406633,8.240770825,10.36001,2.92941581,0.760901937,149.5,16,19.25,26,3,58.5,88,336.53,731.0625,1811,1,10.25,16,3,3.5,4,105,136.25,203,0.82,1.9525,2.58,1,1.75,2,0,2,4,0,1.5,6,0,0,0,10.73,33.85260417,73.10666667,1,2,3,32.065,39.768325,55.845,1,1.4,2.2,4.168624628
968,3.770900773,27.83747262,0.618209239,958,1520.5,3134,7.09,21.4675,45.94,4.3406633,7.936960825,9.75239,3.083164919,0.771103942,121.5,19,28.25,34,3,59,89,336.53,783.8825,1811,1,10.25,16,4,4,4,120,143.75,203,0.82,1.9375,2.55,1,1.75,2,0,2,4,0,6.5,10,0,0,0,10.73,33.91916667,73.10666667,1,2,3,39.0983,63.215825,78.96,1.15,1.475,2.2,3.501372759
969,3.07983425,31.58120149,0.74371835,958,1300.571429,3134,7.09,27.73857143,45.94,4.3406633,7.168794271,9.75239,3.306577342,0.766110229,136.8571429,19,26.42857143,34,3,47.28571429,89,336.53,614.6557143,1811,1,8.428571429,16,4,4,4,120,157.2857143,203,0.82,1.705714286,2.55,1,1.571428571,2,0,1.714285714,4,0,5.142857143,10,0,0,0,10.73,43.97285714,73.10666667,1,1.714285714,3,39.0983,58.57427143,78.96,1.15,1.635714286,2.2,3.022366381
970,4.537421822,22.93243825,0.52868226,717.87,1810.174167,3743,7.09,15.86,22.39,5.5769,8.715599167,10.36001,2.988634765,0.761491078,126.5,16,27.83333333,57,13,63.5,88,388.36,802.2933333,1811,3,11.33333333,16,3,3.916666667,6,105,135.5833333,207,1.1,2.061666667,2.58,2,2,2,0,2.333333333,4,0,1.166666667,6,0,0,0,10.48758621,26.03485093,36.8975,2,2.416666667,3,32.065,62.66287125,138.90547,1,1.304166667,1.95,5.608886114
971,4.40352859,13.56167862,0.342671513,90.2,1401.133333,4912,7.09,14.31833333,17.36,7.09243,11.57783833,13.61805,2.345904357,0.797125595,84.33333333,8,16.66666667,42,50,75.5,87,54.8,821.0333333,2896,6,13,16,2,2.833333333,5,66,91.66666667,154,1.83,2.958333333,3.44,1,1.833333333,2,0,2.666666667,4,0,1.833333333,6,0,0,0,9.105,10.47333333,15.69,2,2.333333333,3,15.9994,35.96376667,95.94,0.6,0.875,1.45,6.170546748
972,5.681251517,15.69920136,0.489463499,717.87,2261.354286,4912,7.09,12.56714286,15.53,7.09243,9.075328571,10.36001,2.64107655,0.77732198,138.1428571,16,24.85714286,42,50,72.42857143,88,388.36,1308.062857,2896,6,12,16,3,3.714285714,5,105,122.8571429,154,1.83,2.352857143,2.58,1,1.714285714,2,0,2.285714286,4,0,2.285714286,6,0,0,0,10.73,20.75107143,25.786875,2,2.428571429,3,32.065,53.71214286,95.94,1,1.185714286,1.45,5.340679483
973,5.760489911,17.00484488,0.489267568,717.87,2592.685,4912,7.09,12.16875,15.53,7.09243,8.82746625,10.36001,2.680829082,0.788249184,149.5,16,27,42,50,69.625,88,388.36,1506.555,2896,6,11.25,16,3,3.875,5,105,126.75,154,1.83,2.32875,2.58,1,1.625,2,0,2,4,0,2.625,6,0,0,0,10.73,20.1184375,25.786875,2,2.5,3,32.065,58.990625,95.94,1,1.21875,1.45,5.355747869
974,2.853872357,14.36453875,0.870153242,90.2,981.8,3134,7.09,18.64428571,23.78,5.139076,9.167682571,13.61805,2.458050017,0.727593434,136,8,11.85714286,26,2,46,87,54.8,441.1442857,1811,1,8.428571429,16,2,2.714285714,4,66,118.2857143,166,0.93,2.134285714,3.44,1,1.571428571,2,0,1.714285714,4,0,0.857142857,6,0,0,0,9.105,17.96785714,29.24333333,1,1.714285714,3,15.9994,24.68750112,55.845,0.6,1.228571429,1.8,4.434732361
975,3.409664637,25.16408052,0.589803235,958,1353.714286,3134,7.09,18.24142857,23.78,5.139076,7.510971143,9.75239,3.042334631,0.746288735,136.8571429,11,23,34,2,46.85714286,89,370.87,629.3728571,1811,1,8.428571429,16,3,3.571428571,4,120,141.4285714,166,0.93,1.752857143,2.55,1,1.571428571,2,0,1.714285714,4,0,5.142857143,10,0,0,0,10.73,25.17428571,29.24333333,1,1.714285714,3,22.98976928,51.67061541,78.96,1.15,1.464285714,1.8,3.048018941
976,2.220899353,21.88982193,0.726046639,717.87,1176.498182,3134,7.09,19.26272727,23.78,5.139076,7.288808727,10.36001,2.990224997,0.901357293,171.1818182,11,14.18181818,26,2,38.09090909,88,370.87,508.1509091,1811,1,7.090909091,16,3,3.090909091,4,105,140.7272727,166,0.93,1.611818182,2.58,1,1.454545455,2,0,1.454545455,4,0,0.545454545,6,0,0,0,10.73,26.30340909,29.24333333,1,1.545454545,3,22.98976928,29.27669233,55.845,1,1.472727273,1.8,3.27489014
977,3.083008832,24.95348388,0.668701279,958,1263.818182,3134,7.09,19.58636364,23.78,5.139076,7.067856,9.75239,3.123838607,0.901342691,150.8181818,11,20.72727273,34,2,38.45454545,89,370.87,546.5654545,1811,1,7.090909091,16,3,3.454545455,4,120,146.1818182,166,0.93,1.600909091,2.55,1,1.454545455,2,0,1.454545455,4,0,4.181818182,10,0,0,0,10.73,26.35181818,29.24333333,1,1.545454545,3,22.98976928,46.32941961,78.96,1.15,1.527272727,1.8,2.814537862
978,6.934251588,24.18346951,0.488475935,1261,2668.25,5017,7.09,14.71,20.46,6.75885,8.1701125,9.0096,3.067168044,0.869832398,190.5,26,42.75,52,47,70.5,90,722.66,1501.58,2750,5,11.25,16,4,4.75,5,132,143,164,1.6,1.9075,2.1,1,1.75,2,0,2,4,4,7.5,10,0,0,0,10.73,24.60916667,34.76333333,2,2.5,3,55.845,100.987845,127.6,1.4,1.4125,1.45,4.537819029
979,3.158692087,27.00055798,0.687330392,717.87,1382.685,3134,7.09,23.4775,55.76,4.177128,8.199887,10.36001,2.978378082,0.746767376,149.5,16,23.75,37,4,58.75,88,312.46,725.045,1811,1,10.25,16,3,3.75,5,105,140.5,220,0.82,1.9525,2.58,1,1.75,2,0,2,4,0,1.5,6,0,0,0,10.73,38.2565625,90.7225,1,2,3,32.065,51.3607,85.4678,1,1.4375,2.35,4.162297381
980,4.126111775,30.10629507,0.652661581,958,1502.75,3134,7.09,23.9225,55.76,4.177128,7.896077,9.75239,3.133225462,0.761018407,121.5,26,32.75,37,4,59.25,89,312.46,777.865,1811,1,10.25,16,4,4.25,5,120,148,220,0.82,1.9375,2.55,1,1.75,2,0,2,4,0,6.5,10,0,0,0,10.73,38.323125,90.7225,1,2,3,55.845,74.8082,85.4678,1.15,1.5125,2.35,3.399862336
981,7.341317498,18.66061836,0.440871433,958,2128.857143,3968,7.09,12.76142857,16.42,7.4589,8.832822857,9.75239,2.720236992,0.808536686,105,26,36,45,55,75.57142857,89,494,1180.142857,2237,8,12.85714286,16,4,4.285714286,5,120,128,142,1.83,2.37,2.55,1,1.714285714,2,0,2.285714286,4,6,8.857142857,10,0,0,0,10.73,20.24142857,25.92,2,2.428571429,3,55.845,82.49942857,102.9055,1.15,1.242857143,1.4,4.260022536
982,4.140337363,17.62875541,0.444808217,717.87,1925.935,3134,7.09,11.31,15.53,7.9024,9.131205,10.36001,2.508430597,0.696463289,149.5,16,21,26,55,71.5,88,388.36,1099.68,1811,8,12,16,3,3.5,4,105,118.5,132,1.83,2.205,2.58,2,2,2,0,2,4,0,3,6,0,0,0,10.73,18.2584375,25.786875,2,2.5,3,32.065,43.955,55.845,1,1.2,1.4,4.988820658
983,4.893651631,13.57017823,0.488119866,717.87,1523.246667,3134,7.09,12.71666667,15.53,7.9024,9.540806667,10.36001,2.433971827,0.687887309,123,16,19.33333333,26,55,77,88,388.36,862.5733333,1811,8,13.33333333,16,3,3.333333333,4,105,114,132,1.83,2.33,2.58,2,2,2,0,2.666666667,4,0,2,6,0,0,0,10.73,20.76791667,25.786875,2,2.333333333,3,32.065,39.99166667,55.845,1,1.133333333,1.4,4.804108762
984,3.138771694,20.70944968,0.431575036,717.87,1744.497143,3134,7.09,14.17285714,15.53,6.56149,8.923631429,10.36001,2.718981938,0.824237804,128.1428571,16,18.85714286,26,11,61.28571429,88,388.36,998.92,1814,3,11.14285714,16,3,3.428571429,4,105,127.4285714,170,1.36,2.124285714,2.58,2,2,2,0,2.285714286,4,0,1.142857143,6,0,0,0,10.73,22.62107143,25.786875,2,2.428571429,3,32.065,39.14526057,55.845,1,1.228571429,1.6,5.374071829
985,5.61982823,19.9159974,0.448500426,958,2046,3134,7.09,11.755,16.42,7.9024,8.827395,9.75239,2.654196508,0.716833526,121.5,26,30,34,55,72,89,494,1152.5,1811,8,12,16,4,4,4,120,126,132,1.83,2.19,2.55,2,2,2,0,2,4,6,8,10,0,0,0,10.73,18.325,25.92,2,2.5,3,55.845,67.4025,78.96,1.15,1.275,1.4,4.163065297
986,6.333879998,11.00193516,0.775741714,3134,3153.5,3173,7.09,9.575,12.06,7.9024,8.02704,8.15168,2.478923933,0.919910835,228,14,20,26,55,66.5,78,1687,1749,1811,8,11,14,3,3.5,4,111,121.5,132,1.83,1.865,1.9,2,2,2,0,1,2,0,3,6,0,0,0,10.73,15.585,20.44,2,2.5,3,28.0855,41.96525,55.845,1.1,1.25,1.4,5.338675346
987,4.958877558,12.50329615,0.603696806,3134,3160,3173,7.09,10.40333333,12.06,7.9024,8.068586667,8.15168,2.453442568,0.79818194,227.6666667,14,18,26,55,70.33333333,78,1687,1728.333333,1811,8,12,14,3,3.333333333,4,111,118,132,1.83,1.876666667,1.9,2,2,2,0,1.333333333,2,0,2,6,0,0,0,10.73,17.20333333,20.44,2,2.333333333,3,28.0855,37.33866667,55.845,1.1,1.2,1.4,5.194022023
988,4.043585576,18.77451067,0.368925584,717.87,1645.705556,3134,7.09,12.82555556,15.53,5.999301,8.844828,10.36001,2.627409841,0.673944488,104,16,21.55555556,31,55,77.55555556,88,302.91,685.5133333,1811,8,13.55555556,16,3,3.444444444,4,105,114.7777778,132,1.81,2.242222222,2.58,2,2,2,0,2.444444444,4,0,3.555555556,10,0,0,0,10.73,20.90104167,25.786875,2,2.222222222,3,32.065,45.71788889,69.723,1,1.155555556,1.4,4.328452233
989,4.681126094,15.84075212,0.432198745,717.87,1747.497143,3134,7.09,12.84714286,15.53,7.89943,9.306324286,10.36001,2.540276564,0.690873734,137.5714286,16,21.14285714,32,55,77.28571429,88,388.36,912.4057143,1811,8,13.42857143,16,3,3.428571429,4,105,114.8571429,132,1.83,2.284285714,2.58,2,2,2,0,2.571428571,4,0,3.142857143,10,0,0,0,10.73,21.0875,25.786875,2,2.285714286,3,32.065,44.65571429,72.64,1,1.15,1.4,4.497301025
990,3.195792313,21.38882309,0.624599501,717.87,1575.601667,3134,7.09,17.785,45.94,4.3406633,8.537582217,10.36001,2.770952368,0.779810172,149.5,16,19.83333333,26,3,62.83333333,88,336.53,853.935,1811,1,10.83333333,16,3,3.5,4,105,130.3333333,203,0.82,2.036666667,2.58,1,1.833333333,2,0,2,4,0,2,6,0,0,0,10.73,28.65454861,73.10666667,1,2.166666667,3,32.065,41.16388333,55.845,1,1.333333333,2.2,4.463530331
991,3.468428534,28.98216238,0.698810292,958,1466.222222,3134,7.09,24.18666667,45.94,4.3406633,7.537372211,9.75239,3.145530569,0.75155642,133.4444444,19,27.22222222,34,3,52.77777778,89,336.53,734.1766667,1811,1,9.222222222,16,4,4,4,120,150.3333333,203,0.82,1.813333333,2.55,1,1.666666667,2,0,1.777777778,4,0,5.777777778,10,0,0,0,10.73,38.27333333,73.10666667,1,1.888888889,3,39.0983,60.5361,78.96,1.15,1.555555556,2.2,3.209562473
992,2.9774569,17.6477868,1.060761014,90.2,986.0909091,3134,7.09,25.88545455,45.94,4.3406633,9.205245745,13.61805,2.608393595,0.715217186,130.3636364,8,15.27272727,26,3,50.63636364,87,54.8,476.5563636,1811,1,9.090909091,16,2,3.090909091,4,66,127.8181818,203,0.82,2.194545455,3.44,1,1.636363636,2,0,1.818181818,4,0,1.090909091,6,0,0,0,9.105,32.67378788,73.10666667,1,1.818181818,3,15.9994,31.64365455,55.845,0.6,1.327272727,2.2,3.871465807
993,2.74134325,20.79161493,0.604037922,717.87,1400.831111,3134,7.09,16.40444444,23.78,5.139076,8.073563111,10.36001,2.824481791,0.735941831,158.3333333,11,16.55555556,26,2,52,88,370.87,698.6722222,1811,1,9.222222222,16,3,3.222222222,4,105,131.3333333,166,0.93,1.863333333,2.58,1,1.666666667,2,0,1.777777778,4,0,1.333333333,6,0,0,0,10.73,23.59305556,29.24333333,1,1.888888889,3,22.98976928,34.32436754,55.845,1,1.355555556,1.8,3.860128046
994,3.874504797,23.64335115,0.572195909,958,1507.555556,3134,7.09,16.8,23.78,5.139076,7.803509778,9.75239,2.966542666,0.750479613,133.4444444,11,24.55555556,34,2,52.44444444,89,370.87,745.6233333,1811,1,9.222222222,16,3,3.666666667,4,120,138,166,0.93,1.85,2.55,1,1.666666667,2,0,1.777777778,4,0,5.777777778,10,0,0,0,10.73,23.65222222,29.24333333,1,1.888888889,3,22.98976928,55.16658976,78.96,1.15,1.422222222,1.8,3.260002698
995,5.066847798,10.46680323,0.491122573,90.2,1307.72,3134,7.09,13.252,17.36,7.9024,11.33179,13.61805,2.212806544,0.681794103,98.8,8,15.2,26,55,74.2,87,54.8,757.28,1811,8,12.8,16,2,2.8,4,66,92.4,132,1.83,2.796,3.44,2,2,2,0,2.4,4,0,2.4,6,0,0,0,9.105,9.755,10.73,2,2.4,3,15.9994,31.93764,55.845,0.6,0.92,1.4,5.978027364
996,3.571667719,22.73092119,0.659278509,717.87,1563.768333,3134,7.09,19.42166667,55.76,4.177128,8.510326333,10.36001,2.799368883,0.772771958,149.5,16,22.83333333,37,4,63,88,312.46,849.9233333,1811,1,10.83333333,16,3,3.666666667,5,105,133.1666667,220,0.82,2.036666667,2.58,1,1.833333333,2,0,2,4,0,2,6,0,0,0,10.73,31.59052083,90.7225,1,2.166666667,3,32.065,48.89213333,85.4678,1,1.358333333,2.35,4.457194562
997,4.495597992,26.72009095,0.601679309,958,1683.833333,3134,7.09,19.86666667,55.76,4.177128,8.206516333,9.75239,3.023392299,0.796379679,121.5,26,31.83333333,37,4,63.5,89,312.46,902.7433333,1811,1,10.83333333,16,4,4.166666667,5,120,140.6666667,220,0.82,2.021666667,2.55,1,1.833333333,2,0,2,4,0,7,10,0,0,0,10.73,31.65708333,90.7225,1,2.166666667,3,55.845,72.33963333,85.4678,1.15,1.433333333,2.35,3.619729078
998,4.993404915,32.14381771,0.57985125,961,1835.333333,3134,7.09,21.88666667,55.76,4.177128,7.835121333,9.0096,3.234487532,0.790663998,190.5,26,40.83333333,52,4,64,90,312.46,1017.073333,1811,1,10.83333333,16,4,4.666666667,5,132,149.6666667,220,0.82,1.796666667,2.1,1,1.833333333,2,0,2,4,0,7,10,0,0,0,10.73,36.07875,90.7225,1,2.166666667,3,55.845,96.65963333,127.6,1.4,1.558333333,2.35,3.212456389
999,3.298390651,27.76486066,0.811689563,717.87,1335.831111,3134,7.09,27.06444444,55.76,4.177128,7.752913778,10.36001,3.060843868,0.731236684,158.3333333,16,25.22222222,37,4,52.66666667,88,312.46,679.2022222,1811,1,9.222222222,16,3,3.888888889,5,105,149.3333333,220,0.82,1.826666667,2.58,1,1.666666667,2,0,1.777777778,4,0,1.333333333,6,0,0,0,10.73,44.08611111,90.7225,1,1.888888889,3,32.065,55.15037778,85.4678,1,1.538888889,2.35,3.77646289
1000,4.022539935,31.37039858,0.749309974,958,1442.555556,3134,7.09,27.46,55.76,4.177128,7.482860444,9.75239,3.210400864,0.739980624,133.4444444,26,33.22222222,37,4,53.11111111,89,312.46,726.1533333,1811,1,9.222222222,16,4,4.333333333,5,120,156,220,0.82,1.813333333,2.55,1,1.666666667,2,0,1.777777778,4,0,5.777777778,10,0,0,0,10.73,44.14527778,90.7225,1,1.888888889,3,55.845,75.9926,85.4678,1.15,1.605555556,2.35,3.147102912
1001,4.140099765,15.35792594,0.421546144,717.87,1758.925714,3173,7.09,12.62285714,15.53,7.9024,9.34236,10.36001,2.504272482,0.718713852,137.8571429,14,18.57142857,26,55,77.14285714,88,388.36,980.3485714,1811,8,13.42857143,16,3,3.285714286,4,105,113.5714286,132,1.83,2.268571429,2.58,2,2,2,0,2.571428571,4,0,1.714285714,6,0,0,0,10.73,20.72107143,25.786875,2,2.285714286,3,28.0855,38.29078571,55.845,1,1.128571429,1.4,4.705395241
1002,5.391728323,13.10862771,0.782628449,3103,3143.4,3173,7.09,10.66,15,6.56149,7.73393,8.15168,2.602856524,0.937736729,221.2,14,20.2,26,11,55.4,78,1687,1762,1814,3,9.4,14,3,3.6,4,111,131.2,170,1.36,1.764,1.9,2,2,2,0,0.8,2,0,2.6,6,0,0,0,10.73,16.915,22.235,2,2.6,3,28.0855,42.5633824,55.845,1.1,1.32,1.6,5.388605592
1003,2.667795305,27.54036089,0.408446779,717.87,1353.354286,3093,11.8,19.07,45.94,4.3406633,8.525633471,10.36001,2.96143228,0.641153913,114,16,20.85714286,32,3,72.57142857,88,302.91,486.3257143,1211.4,1,13.14285714,16,3,3.428571429,4,105,123.5714286,203,0.82,2.137142857,2.58,1,1.857142857,2,0,2.714285714,4,0,2.857142857,10,0,0,0,18.8575,31.15952381,73.10666667,1,1.857142857,2,32.065,44.2459,72.64,1,1.25,2.2,4.039146518
1004,4.614147225,23.86793637,0.716903141,77.36,1791.472,3093,11.8,21.37,33.94,5.69485,7.9645062,14.5341,2.932142637,0.898743951,186.6,7,29.2,38,8,50.2,82,63.05,735.472,1211.4,2,9.2,15,2,4,5,71,140.6,195,0.95,1.752,3.04,2,2,2,0,1.2,3,0,4,10,0,0,0,14.76875,33.01825,54.23,1,1.6,2,14.0067,66.32194,87.62,0.65,1.44,2,3.642605514
1005,6.438646589,11.99445942,0.458805825,90.2,1018.52,2477,11.8,15.928,17.36,5.78636,10.5279622,13.61805,2.266882036,0.837920419,47.8,8,20.8,49,74,82,87,54.8,179.412,429.75,13,14.8,16,2,3,5,66,92.4,142,1.78,2.782,3.44,2,2,2,1,2.8,4,0,4,10,0,0,0,9.105,14.0865,24.26,2,2,2,15.9994,46.50784,114.818,0.6,0.93,1.55,5.208000125
1006,5.953343642,12.25276122,0.452842924,90.2,848.1111111,2477,9.16,14.74222222,17.36,5.78636,10.962701,13.61805,2.214971091,0.762619622,72.33333333,8,20,49,69,80.22222222,87,54.8,265.78,692.68,12,14.44444444,16,2,3,5,66,93.11111111,142,1.65,2.676666667,3.44,2,2,2,0,2.444444444,4,0,4.444444444,10,0,0,0,9.105,12.95138889,24.26,2,2.222222222,3,15.9994,43.92844444,114.818,0.6,0.95,1.55,4.700874207
1007,5.787666204,12.31887189,0.451831663,90.2,782.5692308,2477,9.16,14.28615385,17.36,5.78636,11.12990823,13.61805,2.192283818,0.729552576,81.76923077,8,19.69230769,49,69,79.53846154,87,54.8,298.9984615,692.68,12,14.30769231,16,2,3,5,66,93.38461538,142,1.65,2.636153846,3.44,2,2,2,0,2.307692308,4,0,4.615384615,10,0,0,0,9.105,12.51480769,24.26,2,2.307692308,3,15.9994,42.93636923,114.818,0.6,0.957692308,1.55,4.499614969
1008,3.75547701,24.82630538,0.301032902,717.87,1395.122,2477,11.8,14.83,15.76,5.78636,8.5731382,10.36001,2.828249632,0.597515109,82.6,16,25.6,49,74,82.6,88,302.91,379.548,429.75,13,14.8,16,3,3.6,5,105,115.8,142,1.78,2.266,2.58,2,2,2,1,2.8,4,0,4,10,0,0,0,18.8575,24.095625,25.786875,2,2,2,32.065,56.1472,114.818,1,1.17,1.55,3.985259609
1009,4.909655574,28.50652244,0.308092172,958,1539.2,2477,11.8,15.364,16.42,5.78636,8.2085662,9.75239,2.985783859,0.614473742,49,31,36.4,49,74,83.2,89,302.91,442.932,494,13,14.8,16,4,4.2,5,120,124.8,142,1.78,2.248,2.55,2,2,2,1,2.8,4,10,10,10,0,0,0,18.8575,24.1755,25.92,2,2,2,69.723,84.2842,114.818,1.15,1.26,1.55,3.21755151
1010,4.808538109,34.29493346,0.509721611,1032,1824.833333,2477,11.8,21.75,45.94,4.3406633,7.46225405,8.60839,3.377175701,0.736933986,159.5,19,42.33333333,51,3,69.5,85,302.91,709.0933333,903.78,1,12.33333333,15,4,4.666666667,5,122,146.8333333,203,0.82,1.805,2.05,1,1.833333333,2,0,2.166666667,3,0,8.333333333,10,0,0,0,18.8575,36.36736111,73.10666667,1,1.833333333,2,39.0983,99.31021667,121.76,1.3,1.55,2.2,2.63373992
1011,2.466646299,26.1264298,0.837044162,550,1132.833333,2477,11.8,26.91666667,45.94,4.3406633,6.798847267,10.48669,3.189163086,0.862779261,125.8333333,11,18.33333333,31,2,41.33333333,83,302.91,330.24,370.87,1,7.666666667,15,3,3.5,4,107,151.3333333,203,0.82,1.46,2.19,1,1.5,2,0,1.166666667,3,0,1.666666667,10,0,0,0,18.8575,39.90910714,73.10666667,1,1.5,2,22.98976928,38.80948221,69.723,1,1.583333333,2.2,2.555840758
