,density,vpa,packing fraction,PymatgenData minimum boiling_point,PymatgenData mean boiling_point,PymatgenData maximum boiling_point,PymatgenData minimum molar_volume,PymatgenData mean molar_volume,PymatgenData maximum molar_volume,MagpieData minimum FirstIonizationEnergy,MagpieData mean FirstIonizationEnergy,MagpieData maximum FirstIonizationEnergy,holder_mean::0 Average bond length,holder_mean::0 Average bond angle,MagpieData mean SpaceGroupNumber,MagpieData minimum Number,MagpieData mean Number,MagpieData maximum Number,MagpieData minimum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData minimum MeltingT,MagpieData mean MeltingT,MagpieData maximum MeltingT,MagpieData minimum Column,MagpieData mean Column,MagpieData maximum Column,MagpieData minimum Row,MagpieData mean Row,MagpieData maximum Row,MagpieData minimum CovalentRadius,MagpieData mean CovalentRadius,MagpieData maximum CovalentRadius,MagpieData minimum Electronegativity,MagpieData mean Electronegativity,MagpieData maximum Electronegativity,MagpieData minimum NsValence,MagpieData mean NsValence,MagpieData maximum NsValence,MagpieData minimum NpValence,MagpieData mean NpValence,MagpieData maximum NpValence,MagpieData minimum NdValence,MagpieData mean NdValence,MagpieData maximum NdValence,MagpieData minimum NfValence,MagpieData mean NfValence,MagpieData maximum NfValence,MagpieData minimum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData maximum GSvolume_pa,PymatgenData minimum block,PymatgenData mean block,PymatgenData maximum block,PymatgenData minimum atomic_mass,PymatgenData mean atomic_mass,PymatgenData maximum atomic_mass,PymatgenData minimum atomic_radius,PymatgenData mean atomic_radius,PymatgenData maximum atomic_radius,cohesive energy (MP)
472,3.628158493,29.52011688,0.595981463,2143,2829.666667,3173,12.06,20.76,38.16,5.211664,7.171674667,8.15168,3.271830946,0.808593806,227.6666667,14,28,56,9,55,78,1000,1458,1687,2,10,14,3,4,6,111,145.6666667,215,0.89,1.563333333,1.9,2,2,2,0,1.333333333,2,0,0,0,0,0,0,20.44,34.82333333,63.59,1,1.666666667,2,28.0855,64.49933333,137.327,1.1,1.45,2.15,4.054417248
473,4.937886195,44.54554195,0.596286473,1261,1702,2143,20.46,29.31,38.16,5.211664,7.110632,9.0096,3.544879,1.570796327,190.5,52,54,56,9,49.5,90,722.66,861.33,1000,2,9,16,5,5.5,6,138,176.5,215,0.89,1.495,2.1,2,2,2,0,2,4,0,5,10,0,0,0,34.76333333,49.17666667,63.59,1,1.5,2,127.6,132.4635,137.327,1.4,1.775,2.15,3.97806564
474,5.442344624,39.92191253,0.539535345,1261,1555,2143,20.46,26.36,38.16,5.211664,7.743621333,9.0096,3.628626935,0.811959287,177.6666667,52,53.33333333,56,9,63,90,722.66,815.1066667,1000,2,11.33333333,16,5,5.333333333,6,138,163.6666667,215,0.89,1.696666667,2.1,2,2,2,0,2.666666667,4,0,6.666666667,10,0,0,0,34.76333333,44.37222222,63.59,1,1.666666667,2,127.6,130.8423333,137.327,1.4,1.65,2.15,3.479071188
475,5.402660234,36.24773201,0.537822725,1261,2057.857143,3609,19.88,22.82285714,38.16,5.211664,7.669237714,9.0096,3.445082108,0.797801932,175,39,48.85714286,56,9,56.14285714,90,722.66,1069.805714,1799,2,10.28571429,16,5,5.142857143,6,138,163.8571429,215,0.89,1.675714286,2.1,2,2,2,0,2.285714286,4,0,6,10,0,0,0,32.365,38.19619048,63.59,1,2.142857143,3,88.90585,117.9341,137.327,1.4,1.621428571,2.15,4.475272957
476,4.681831121,28.12521368,0.515802673,717.87,1354.372222,2477,11.8,20.78666667,38.16,5.211664,8.389797667,10.36001,3.148841255,0.740668013,98.22222222,16,34,83,9,68.66666667,88,302.91,532.1233333,1000,2,12.44444444,16,3,4.111111111,6,105,136.1111111,215,0.89,2.056666667,2.58,2,2,2,0,2.666666667,4,0,2.222222222,10,0,1.555555556,14,18.8575,34.21354167,63.59,1,1.777777778,2,32.065,79.29804444,208.9804,1,1.355555556,2.15,4.469274744
477,4.952783994,28.26647076,0.538365769,717.87,1339.705556,2345,15.53,21.22666667,38.16,5.211664,8.366137556,10.36001,3.179352523,0.744691099,106.5555556,16,36,83,9,68.77777778,88,388.36,546.2166667,1000,2,12.44444444,16,3,4.222222222,6,105,138.3333333,215,0.89,2.053333333,2.58,2,2,2,0,2.666666667,4,0,2.222222222,10,0,1.555555556,14,24.26,34.81381944,63.59,1,1.777777778,2,32.065,84.3086,208.9804,1,1.383333333,2.15,4.383975949
478,6.446211771,39.05326657,0.654900914,1180,1828,2143,9.16,25.62,38.16,5.211664,6.8777054,9.394199,3.525731689,0.773171064,135.2,30,61.6,83,9,51.8,86,544.4,756.296,1000,2,9.2,15,4,5.6,6,122,169.6,215,0.89,1.494,2.02,2,2,2,0,1.2,3,0,6,10,0,5.6,14,13.96,41.408,63.59,1,1.8,3,65.409,151.60476,208.9804,1.35,1.77,2.15,2.739453043
479,4.600372695,29.07272093,0.638768542,717.87,1246.601667,2143,13,22.65166667,38.16,5.211664,8.416196333,10.36001,3.215629388,0.750456216,143.6666667,16,34.66666667,56,9,58.66666667,88,388.36,626.55,1000,2,10.66666667,16,3,4.333333333,6,105,148.1666667,215,0.89,1.868333333,2.58,2,2,2,0,2,4,0,1.666666667,10,0,0,0,19.495,37.33927083,63.59,1,1.833333333,3,32.065,80.54333333,137.327,1,1.475,2.15,4.313700512
480,5.307942341,32.53253902,0.604368986,958,1366.666667,2143,13,23.09666667,38.16,5.211664,8.112386333,9.75239,3.345096342,0.752112644,115.6666667,34,43.66666667,56,9,59.16666667,89,494,679.37,1000,2,10.66666667,16,4,4.833333333,6,120,155.6666667,215,0.89,1.853333333,2.55,2,2,2,0,2,4,0,6.666666667,10,0,0,0,19.495,37.40583333,63.59,1,1.833333333,3,78.96,103.9908333,137.327,1.15,1.55,2.15,3.688992436
481,5.468412247,38.9628912,0.570372576,1040,1518.166667,2143,13,25.11666667,38.16,5.211664,7.740991333,9.0096,3.55956279,0.760092495,184.6666667,48,52.66666667,56,9,59.66666667,90,594.22,793.7,1000,2,10.66666667,16,5,5.333333333,6,138,164.6666667,215,0.89,1.628333333,2.1,2,2,2,0,2,4,0,6.666666667,10,0,0,0,19.495,41.8275,63.59,1,1.833333333,3,112.411,128.3108333,137.327,1.4,1.675,2.15,3.325168902
482,4.481532991,26.54114586,0.666461435,717.87,1606.601667,3200,6.67,21.59666667,38.16,5.211664,8.230728,10.36001,3.068276474,0.767733788,143.6666667,16,31.16666667,56,9,56.66666667,88,388.36,822.18,1768,2,10.16666667,16,3,4.166666667,6,105,145.1666667,215,0.89,1.9,2.58,2,2,2,0,2,4,0,1.166666667,7,0,0,0,10.245,35.79760417,63.59,1,1.833333333,3,32.065,71.63036583,137.327,1,1.441666667,2.15,4.795700408
483,4.4032752,22.26935163,0.559873566,717.87,1822.768333,3680,7.11,16.59583333,38.16,5.211664,8.542393167,10.36001,2.873385945,0.721703533,148.5,16,26.5,56,9,65.33333333,88,388.36,882.2058333,2183,2,11.5,16,3,3.833333333,6,105,134.0833333,215,0.89,2.049166667,2.58,1,1.75,2,0,2,4,0,2.75,10,0,0,0,11.07,27.3434375,63.59,1,2.166666667,3,32.065,59.05195833,137.327,1,1.308333333,2.15,4.652843218
484,5.040133287,30.31365871,0.545205143,958,1684.666667,3609,11.8,21.12222222,38.16,5.211664,7.933542111,9.75239,3.256187564,0.758930391,87.33333333,31,39.11111111,56,9,61,89,302.91,730.2122222,1799,2,11.11111111,16,4,4.555555556,6,120,149.1111111,215,0.89,1.951111111,2.55,2,2,2,0,2.333333333,4,0,6.777777778,10,0,0,0,18.8575,34.2225,63.59,1,1.888888889,3,69.723,92.00920556,137.327,1.15,1.461111111,2.15,4.360063204
485,4.459013811,30.48035136,0.65496848,550,1695.8,3093,13.63,24.798,38.16,5.211664,7.8592276,10.48669,3.245921573,0.729888544,137.4,15,34.8,56,9,52.6,83,317.3,769.2,1211.4,2,9.6,15,3,4.4,6,107,152.8,215,0.89,1.634,2.19,2,2,2,0,1.6,3,0,2,10,0,0,0,22.5702381,39.06509524,63.59,1,1.6,2,30.973762,81.8483048,137.327,1,1.51,2.15,3.764687965
486,3.996791263,28.22535605,0.547612616,717.87,1464.354286,3093,13.63,21.72428571,38.16,5.211664,8.537542571,10.36001,3.164812588,0.748286415,137.5714286,16,29.71428571,56,9,64.14285714,88,388.36,680.6914286,1211.4,2,11.71428571,16,3,4,6,105,138.5714286,215,0.89,2.015714286,2.58,2,2,2,0,2.571428571,4,0,1.428571429,10,0,0,0,23.005,36.19035714,63.59,1,1.714285714,2,32.065,67.93628571,137.327,1,1.364285714,2.15,4.739325526
487,4.544568302,16.93687853,0.590883256,90.2,1038.866667,3093,13.63,19.925,38.16,5.211664,10.76623108,13.61805,2.450344786,0.663224141,98.83333333,8,20.33333333,56,9,71.08333333,87,54.8,477.45,1211.4,2,12.16666667,16,2,3.083333333,6,66,106.0833333,215,0.89,2.599166667,3.44,2,2,2,0,2.666666667,4,0,1.666666667,10,0,0,0,9.105,21.65125,63.59,1,1.75,2,15.9994,46.3529,137.327,0.6,1.041666667,2.15,5.857475778
488,4.605709024,16.52368766,0.550977154,90.2,1134.892308,3560,10.64,19.46923077,38.16,5.211664,10.92266985,13.61805,2.462875493,0.71337472,92.15384615,8,20.15384615,56,9,70.38461538,87,54.8,523.2461538,1941,2,12.61538462,16,2,3.076923077,6,66,104.4615385,215,0.89,2.681538462,3.44,2,2,2,0,2.769230769,4,0,1.692307692,10,0,0,0,9.105,20.20923077,63.59,1,1.923076923,3,15.9994,45.83047692,137.327,0.6,1,2.15,6.309090007
489,4.933313591,27.95698607,0.590770956,717.87,1719.068571,4876,13.44,21.69714286,38.16,5.211664,8.384062571,10.36001,3.17009199,0.803225934,133.1428571,16,35.42857143,72,9,59.28571429,88,388.36,865.6342857,2506,2,10.28571429,16,3,4.285714286,6,105,146.4285714,215,0.89,1.914285714,2.58,2,2,2,0,2.285714286,4,0,0.285714286,2,0,2,14,22.2,36.07535714,63.59,1,1.857142857,3,32.065,83.05771429,178.49,1,1.407142857,2.15,5.660756183
490,5.413351062,29.21470677,0.627327155,629.88,1178.248333,2143,14.09,22.83333333,38.16,5.211664,8.656809667,10.4375,3.228903617,0.752996421,139,16,40,80,9,58.83333333,88,234.32,566.5666667,1000,2,10.66666667,16,3,4.5,6,105,146.1666667,215,0.89,1.92,2.58,2,2,2,0,2,4,0,1.666666667,10,0,2.333333333,14,25.23758621,38.29636853,63.59,1,1.833333333,3,32.065,95.23983333,200.59,1,1.466666667,2.15,4.061906914
491,5.183298715,31.08157805,0.554598692,958,1670,3609,15.76,21.56222222,38.16,5.211664,7.909882,9.75239,3.285951295,0.761298517,95.66666667,34,41.11111111,56,9,61.11111111,89,429.75,744.3055556,1799,2,11.11111111,16,4,4.666666667,6,120,151.3333333,215,0.89,1.947777778,2.55,2,2,2,0,2.333333333,4,0,6.777777778,10,0,0,0,24.26,34.82277778,63.59,1,1.888888889,3,78.96,97.01976111,137.327,1.15,1.488888889,2.15,4.298969381
492,6.079609356,17.73197609,0.745548862,90.2,1047.444444,2345,15.76,21.62666667,38.16,5.211664,10.00958867,13.61805,2.63513704,0.693601714,88.44444444,8,27.77777778,56,9,67,87,54.8,348.1666667,1000,2,12.22222222,16,2,3.555555556,6,66,116,215,0.89,2.504444444,3.44,2,2,2,0,2.444444444,4,0,2.222222222,10,0,0,0,9.105,24.58055556,63.59,1,1.777777778,2,15.9994,64.92077778,137.327,0.6,1.155555556,2.15,5.280981666
493,4.09518225,15.78441431,0.606509216,90.2,1052.2,3173,12.06,19.66333333,38.16,5.211664,10.80827275,13.61805,2.364531944,0.65951689,99.16666667,8,17.33333333,56,9,70.91666667,87,54.8,556.7166667,1687,2,12.16666667,16,2,2.916666667,6,66,104.5833333,215,0.89,2.580833333,3.44,2,2,2,0,2.666666667,4,0,0,0,0,0,0,9.105,21.22375,63.59,1,1.75,2,15.9994,38.92715,137.327,0.6,1.016666667,2.15,6.57290558
494,4.238921415,27.79936817,0.643419579,717.87,1462.268333,2334,7.35,21.71,38.16,5.211664,8.156229667,10.36001,3.142942663,0.741468186,147.5,16,30.83333333,56,9,55.66666667,88,388.36,780.68,1519,2,9.833333333,16,3,4.166666667,6,105,147.3333333,215,0.89,1.845,2.58,2,2,2,0,2,4,0,0.833333333,5,0,0,0,10.48758621,35.8380352,63.59,1,1.833333333,3,32.065,70.9645075,137.327,1,1.45,2.15,4.834506283
495,5.021492668,31.22076187,0.607851144,958,1582.333333,2334,7.35,22.155,38.16,5.211664,7.852419667,9.75239,3.275036447,0.74587173,119.5,25,39.83333333,56,9,56.16666667,89,494,833.5,1519,2,9.833333333,16,4,4.666666667,6,120,154.8333333,215,0.89,1.83,2.55,2,2,2,0,2,4,0,5.833333333,10,0,0,0,10.48758621,35.9045977,63.59,1,1.833333333,3,54.938045,94.4120075,137.327,1.15,1.525,2.15,4.167662572
496,5.255315749,23.26045744,0.824284936,77.36,1124.144,2143,9.16,22.512,38.16,5.211664,9.7771454,14.5341,2.848922419,0.828486764,208,7,31.2,56,9,50.2,82,63.05,563.756,1000,2,9.2,15,2,4,6,71,138.8,215,0.89,1.902,3.04,2,2,2,0,1.2,3,0,2,10,0,0,0,13.96,34.1355,63.59,1,1.8,3,14.0067,73.61528,137.327,0.65,1.39,2.15,3.486229502
497,4.517865961,12.9165471,0.621108751,77.36,1384.658667,3173,12.06,16.32933333,38.16,5.211664,11.1636352,14.5341,2.191826857,0.660136212,209.6666667,7,15.86666667,56,9,70.93333333,82,63.05,729.2933333,1687,2,12.93333333,15,2,2.866666667,6,71,103.5333333,215,0.89,2.373333333,3.04,2,2,2,0,2.266666667,3,0,0,0,0,0,0,14.76875,23.16866667,63.59,1,1.866666667,2,14.0067,35.14234,137.327,0.65,1,2.15,5.719339635
498,5.886990299,18.24335668,0.879588372,90.2,956.1,2143,9.16,22.92666667,38.16,5.211664,10.11194617,13.61805,2.662118701,0.675522496,114.6666667,8,27.66666667,56,9,58,87,54.8,476.18,1000,2,10.66666667,16,2,3.666666667,6,66,125,215,0.89,2.291666667,3.44,2,2,2,0,2,4,0,1.666666667,10,0,0,0,9.105,28.07583333,63.59,1,1.833333333,3,15.9994,64.67686667,137.327,0.6,1.241666667,2.15,5.060144531
499,6.989958652,18.52469381,0.858372969,90.2,952.6857143,2143,17.36,23.43142857,38.16,5.211664,10.33030829,13.61805,2.759763026,0.796393325,104.4285714,8,32.28571429,82,9,63.85714286,87,54.8,402.83,1000,2,11.71428571,16,2,3.714285714,6,66,120,215,0.89,2.552857143,3.44,2,2,2,0,2.571428571,4,0,1.428571429,10,0,2,14,9.105,27.38714286,63.59,1,1.714285714,2,15.9994,77.9788,207.2,0.6,1.214285714,2.15,5.287097596
500,5.230063899,16.63408472,0.794014491,90.2,1117.114286,3173,12.06,22.54571429,38.16,5.211664,10.43531543,13.61805,2.589123127,0.750454295,104.7142857,8,22.57142857,56,9,63.42857143,87,54.8,558.0285714,1687,2,11.71428571,16,2,3.285714286,6,66,115,215,0.89,2.491428571,3.44,2,2,2,0,2.571428571,4,0,0,0,0,0,0,9.105,26.29142857,63.59,1,1.714285714,2,15.9994,52.39101429,137.327,0.6,1.114285714,2.15,6.517419372
501,6.334050864,17.12888957,0.831082987,90.2,1074.542857,2875,16.29,23.15,38.16,5.211664,10.31992114,13.61805,2.678038976,0.796835562,92.42857143,8,27.71428571,56,9,63.71428571,87,54.8,389.1828571,1000,2,11.71428571,16,2,3.571428571,6,66,119,215,0.89,2.5,3.44,2,2,2,0,2.571428571,4,0,1.428571429,10,0,0,0,9.105,28.12642857,63.59,1,1.714285714,2,15.9994,65.33737143,137.327,0.6,1.164285714,2.15,5.67707978
502,4.964862971,18.46775858,0.760960865,90.2,1172.4,3560,10.64,22.34285714,38.16,5.211664,10.24623543,13.61805,2.676311828,0.69593341,100,8,23.71428571,56,9,58.42857143,87,54.8,594.3142857,1941,2,10.28571429,16,2,3.428571429,6,66,122,215,0.89,2.44,3.44,2,2,2,0,2.285714286,4,0,0.285714286,2,0,0,0,9.105,25.75571429,63.59,1,1.857142857,3,15.9994,55.21694286,137.327,0.6,1.157142857,2.15,6.710746501
503,5.804495271,17.56828591,0.833296853,90.2,1332.685714,4682,14.02,22.82571429,38.16,5.211664,10.21848971,13.61805,2.703337432,0.798782399,100,8,26.28571429,56,9,58.57142857,87,54.8,621.0285714,2128,2,10.28571429,16,2,3.571428571,6,66,124.1428571,215,0.89,2.41,3.44,2,2,2,0,2.285714286,4,0,0.285714286,2,0,0,0,9.105,26.685,63.59,1,1.857142857,3,15.9994,61.4108,137.327,0.6,1.178571429,2.15,6.858432194
504,4.548273842,15.46255911,0.598486209,90.2,1036.95,3173,9.16,19.26,38.16,5.211664,10.95393642,13.61805,2.376289726,0.644736319,99.16666667,8,18.83333333,56,9,71,87,54.8,537.5233333,1687,2,13,16,2,3,6,66,103,215,0.89,2.609166667,3.44,2,2,2,0,2.666666667,4,0,0.833333333,10,0,0,0,9.105,20.47958333,63.59,1,1.916666667,3,15.9994,42.35248333,137.327,0.6,1.004166667,2.15,6.318837937
505,4.242614783,15.25499527,0.57051862,90.2,1147.2,3560,10.64,19.22769231,38.16,5.211664,10.96147754,13.61805,2.389313275,0.762528507,92.46153846,8,17.38461538,56,9,70.23076923,87,54.8,596.4153846,1941,2,12.61538462,16,2,2.923076923,6,66,103.0769231,215,0.89,2.664615385,3.44,2,2,2,0,2.769230769,4,0,0.153846154,2,0,0,0,9.105,19.81461538,63.59,1,1.923076923,3,15.9994,38.97593846,137.327,0.6,0.976923077,2.15,6.989646483
506,4.105958716,29.99588134,0.638927093,717.87,1287.922,2143,15.53,24.582,38.16,5.211664,8.3006716,10.36001,3.342163361,0.785394617,133.6,16,32,56,9,56.4,88,388.36,633.016,1000,2,10.4,16,3,4.2,6,105,149,215,0.89,1.904,2.58,2,2,2,0,2.4,4,0,0,0,0,0,0,25.786875,40.908125,63.59,1,1.6,2,32.065,74.1698,137.327,1,1.46,2.15,4.717980207
507,4.384201256,27.53916505,0.642308877,717.87,1269.935,2143,9.16,22.01166667,38.16,5.211664,8.482926167,10.36001,3.118831805,0.771155871,143.6666667,16,31.66666667,56,9,58.5,88,388.36,642.96,1000,2,10.66666667,16,3,4.166666667,6,105,144.5,215,0.89,1.861666667,2.58,2,2,2,0,2,4,0,1.666666667,10,0,0,0,13.96,36.41677083,63.59,1,1.833333333,3,32.065,72.70966667,137.327,1,1.441666667,2.15,4.42674922
508,3.755866619,27.22185165,0.554124037,717.87,1475.782857,3173,12.06,21.5,38.16,5.211664,8.573578286,10.36001,3.110951587,0.745749704,137.8571429,14,27.14285714,56,9,64,88,388.36,748.6342857,1687,2,11.71428571,16,3,3.857142857,6,105,137.2857143,215,0.89,2,2.58,2,2,2,0,2.571428571,4,0,0,0,0,0,0,20.44,35.82392857,63.59,1,1.714285714,2,28.0855,61.57135714,137.327,1,1.342857143,2.15,5.039637427
509,4.126975072,29.98311683,0.537372643,717.87,1433.211429,2875,15.53,22.10428571,38.16,5.211664,8.458184,10.36001,3.237593129,0.699066249,125.5714286,16,32.28571429,56,9,64.28571429,88,388.36,579.7885714,1000,2,11.71428571,16,3,4.142857143,6,105,141.2857143,215,0.89,2.008571429,2.58,2,2,2,0,2.571428571,4,0,1.428571429,10,0,0,0,25.786875,37.65892857,63.59,1,1.714285714,2,32.065,74.51771429,137.327,1,1.392857143,2.15,4.642751989
510,3.752585207,28.49614408,0.559016669,717.87,1531.068571,3560,10.64,21.29714286,38.16,5.211664,8.384498286,10.36001,3.18055758,0.749819199,133.1428571,16,28.28571429,56,9,59,88,388.36,784.92,1941,2,10.28571429,16,3,4,6,105,144.2857143,215,0.89,1.948571429,2.58,2,2,2,0,2.285714286,4,0,0.285714286,2,0,0,0,16.69,35.28821429,63.59,1,1.857142857,3,32.065,64.39728571,137.327,1,1.385714286,2.15,5.397903943
511,4.113162603,28.49859385,0.579543519,717.87,1691.354286,4682,14.02,21.78,38.16,5.211664,8.356752571,10.36001,3.193023858,0.803220874,133.1428571,16,30.85714286,56,9,59.14285714,88,388.36,811.6342857,2128,2,10.28571429,16,3,4.142857143,6,105,146.4285714,215,0.89,1.918571429,2.58,2,2,2,0,2.285714286,4,0,0.285714286,2,0,0,0,23.195,36.2175,63.59,1,1.857142857,3,32.065,70.59114286,137.327,1,1.407142857,2.15,5.586217253
512,5.297975563,36.58236466,0.651164202,1180,1837.2,2143,9.16,24.372,38.16,5.211664,7.4068614,9.394199,3.45086386,0.774149579,196.8,30,48.8,56,9,51.4,85,692.68,900.048,1000,2,9.2,15,4,5.2,6,122,166,215,0.89,1.506,2.05,2,2,2,0,1.2,3,0,6,10,0,0,0,13.96,40.852,63.59,1,1.8,3,65.409,116.7166,137.327,1.35,1.71,2.15,2.934295863
513,4.618978461,31.76878778,0.514059457,958,1613,3173,12.06,22.00857143,38.16,5.211664,8.226366857,9.75239,3.272401381,0.730445756,105.8571429,14,37.42857143,56,9,64.57142857,89,494,809,1687,2,11.71428571,16,3,4.428571429,6,111,145.8571429,215,0.89,1.982857143,2.55,2,2,2,0,2.571428571,4,0,5.714285714,10,0,0,0,20.44,35.9,63.59,1,1.714285714,2,28.0855,88.3685,137.327,1.1,1.428571429,2.15,4.208725874
514,4.278608479,39.16466216,0.756079678,2143,2486.333333,3173,12.06,29.46,38.16,5.211664,6.191669333,8.15168,3.726890471,0.827599597,228.3333333,14,42,56,9,32,78,1000,1229,1687,2,6,14,3,5,6,111,180.3333333,215,0.89,1.226666667,1.9,2,2,2,0,0.666666667,2,0,0,0,0,0,0,20.44,49.20666667,63.59,1,1.333333333,2,28.0855,100.9131667,137.327,1.1,1.8,2.15,3.103369949
515,4.972888203,38.78889609,0.49650062,1261,1786.142857,3173,12.06,24.31714286,38.16,5.211664,7.801915429,9.0096,3.516977123,0.73344217,184.7142857,14,47.71428571,56,9,65.14285714,90,722.66,939.6628571,1687,2,11.71428571,16,3,5,6,111,156.1428571,215,0.89,1.725714286,2.1,2,2,2,0,2.571428571,4,0,5.714285714,10,0,0,0,20.44,40.95333333,63.59,1,1.714285714,2,28.0855,116.1627857,137.327,1.1,1.571428571,2.15,3.678101079
516,3.628158493,29.52011688,0.595981463,2143,2829.666667,3173,12.06,20.76,38.16,5.211664,7.171674667,8.15168,3.271830946,0.808593806,227.6666667,14,28,56,9,55,78,1000,1458,1687,2,10,14,3,4,6,111,145.6666667,215,0.89,1.563333333,1.9,2,2,2,0,1.333333333,2,0,0,0,0,0,0,20.44,34.82333333,63.59,1,1.666666667,2,28.0855,64.49933333,137.327,1.1,1.45,2.15,4.054417248
517,4.210845332,27.52335386,0.635126469,717.87,1461.372222,3134,7.09,22.13555556,38.16,5.211664,8.370826889,10.36001,3.158593808,0.751961507,140.6666667,16,30.44444444,56,9,58,88,388.36,750.3111111,1811,2,10.44444444,16,3,4.111111111,6,105,144.6666667,215,0.89,1.933333333,2.58,2,2,2,0,2.222222222,4,0,0.666666667,6,0,0,0,10.73,36.71493056,63.59,1,1.777777778,3,32.065,69.79455556,137.327,1,1.427777778,2.15,4.787050191
518,5.288866642,14.5514788,0.563775579,90.2,1087.730435,3093,11.8,18.94086957,38.16,5.211664,10.86452235,13.61805,2.384005186,0.70301217,81.86956522,8,20.43478261,56,9,74.30434783,87,54.8,400.8095652,1211.4,2,13.56521739,16,2,3.043478261,6,66,99.69565217,215,0.89,2.716956522,3.44,2,2,2,0,2.869565217,4,0,2.608695652,10,0,0,0,9.105,19.47717391,63.59,1,1.869565217,2,15.9994,46.34689565,137.327,0.6,0.976086957,2.15,5.747857888
519,4.003491753,28.04681656,0.545930015,717.87,1426.383636,2477,11.8,21.02363636,38.16,5.211664,8.163059455,10.36001,3.108477596,0.715822855,112.2727273,16,29.63636364,56,9,63.90909091,88,302.91,539.6345455,1000,2,11.63636364,16,3,4,6,105,138.0909091,215,0.89,1.979090909,2.58,2,2,2,0,2.363636364,4,0,1.818181818,10,0,0,0,18.8575,34.83693182,63.59,1,1.727272727,2,32.065,67.61972727,137.327,1,1.368181818,2.15,4.655675162
520,5.16576728,32.18494705,0.832533997,90.2,1922.44,3093,13.63,29.094,38.16,5.211664,7.4304944,13.61805,3.357240889,0.790270406,184.8,8,41.6,56,9,38.6,87,54.8,853.24,1211.4,2,7.2,16,2,4.8,6,66,166.2,215,0.89,1.624,3.44,2,2,2,0,1.2,4,0,2,10,0,0,0,9.105,44.576,63.59,1,1.4,2,15.9994,100.12408,137.327,0.6,1.66,2.15,4.005698925
521,6.147281485,18.11348893,0.810621594,90.2,1060.018182,2345,15.76,22.74181818,38.16,5.211664,9.901455636,13.61805,2.697408483,0.784923133,94.27272727,8,28.54545455,56,9,63.54545455,87,54.8,380.7545455,1000,2,11.63636364,16,2,3.636363636,6,66,120.4545455,215,0.89,2.442727273,3.44,2,2,2,0,2.363636364,4,0,1.818181818,10,0,0,0,9.105,26.72,63.59,1,1.727272727,2,15.9994,67.05576364,137.327,0.6,1.195454545,2.15,5.323896907
522,4.561121732,30.96613158,0.620181246,550,1479.888889,2345,15.76,23.78666667,38.16,5.211664,7.683830222,10.48669,3.214620201,0.707219505,108.1111111,15,36.22222222,56,9,56.55555556,83,317.3,569.8555556,1000,2,10.22222222,15,3,4.444444444,6,107,150.7777778,215,0.89,1.665555556,2.19,2,2,2,0,1.555555556,3,0,2.222222222,10,0,0,0,22.5702381,36.61899471,63.59,1,1.666666667,2,30.973762,85.05689422,137.327,1,1.505555556,2.15,3.516196163
523,5.463029239,17.23929337,0.883378597,90.2,1194.836364,5017,10.83,23.02272727,38.16,5.139076,9.931019818,13.61805,2.671800597,0.738956945,110.6363636,8,24.36363636,56,2,54.36363636,87,54.8,586.3336364,2750,1,9.818181818,16,2,3.454545455,6,66,124.6363636,215,0.89,2.349090909,3.44,1,1.818181818,2,0,2.181818182,4,0,0.363636364,4,0,0,0,9.105,26.62030303,63.59,1,1.727272727,3,15.9994,56.71577721,137.327,0.6,1.209090909,2.15,6.096354945
524,5.525588296,17.36538592,0.86371358,90.2,1117,3173,12.06,23.70444444,38.16,5.211664,10.20854689,13.61805,2.649349969,0.769811782,108.2222222,8,24.66666667,56,9,60,87,54.8,551.2222222,1687,2,11.11111111,16,2,3.444444444,6,66,120.6666667,215,0.89,2.418888889,3.44,2,2,2,0,2.444444444,4,0,0,0,0,0,0,9.105,28.52611111,63.59,1,1.666666667,2,15.9994,57.78483333,137.327,0.6,1.172222222,2.15,6.282993637
525,4.911718369,16.69214154,0.703875773,90.2,1116.2,3680,8.32,20.76923077,38.16,5.211664,10.62090554,13.61805,2.62636057,0.717949522,95.46153846,8,21.38461538,56,9,62.69230769,87,54.8,600.3384615,2183,2,11.07692308,16,2,3.230769231,6,66,113.7692308,215,0.89,2.573076923,3.44,2,2,2,0,2.461538462,4,0,0.461538462,3,0,0,0,9.105,22.27923077,63.59,1,1.923076923,3,15.9994,49.37378462,137.327,0.6,1.073076923,2.15,6.395649644
526,5.375042544,17.60155548,0.819346655,90.2,1354.8,3609,17.36,21.89,38.16,5.211664,10.19166513,13.61805,2.667949519,0.729981916,98.1875,8,24.75,56,9,53.625,87,54.8,668.075,1799,2,10.125,16,2,3.5,6,66,124.9375,215,0.89,2.406875,3.44,2,2,2,0,2.25,4,0,0.25,1,0,0,0,9.105,25.1359375,63.59,1,2.0625,3,15.9994,56.9749375,137.327,0.6,1.190625,2.15,6.893877002
