formula,sg,kL,bulkmod,composition,density,vpa,packing fraction,PymatgenData minimum boiling_point,PymatgenData mean boiling_point,PymatgenData maximum boiling_point,PymatgenData minimum molar_volume,PymatgenData mean molar_volume,PymatgenData maximum molar_volume,MagpieData minimum FirstIonizationEnergy,MagpieData mean FirstIonizationEnergy,MagpieData maximum FirstIonizationEnergy,holder_mean::0 Average bond length,holder_mean::0 Average bond angle,MagpieData minimum Number,MagpieData maximum Number,MagpieData mean Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData mean MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData mean Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData mean Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData mean CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData mean Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData mean NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData mean NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData mean NfValence,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,PymatgenData minimum block,PymatgenData maximum block,PymatgenData mean block,PymatgenData minimum atomic_mass,PymatgenData maximum atomic_mass,PymatgenData mean atomic_mass,PymatgenData minimum atomic_radius,PymatgenData maximum atomic_radius,PymatgenData mean atomic_radius,cohesive energy (MP)
Ca1O2,139,12.37,34.1,Ca1 O2,3.150819563,12.66192703,0.690747461,90.2,645.8,1757,17.36,20.30666667,26.2,6.11316,11.11642,13.61805,2.472241585,0.841725012,8,20,12,7,87,60.33333333,54.8,1115,408.2,2,16,11.33333333,2,4,2.666666667,66,176,102.6666667,1,3.44,2.626666667,2,2,2,0,4,2.666666667,0,0,0,0,0,0,9.105,37.77,18.66,1,2,1.666666667,15.9994,40.078,24.0256,0.6,1.8,1,5.121353667
Ca1O3Pb1,62,4.57,90.3,Ca1 O3 Pb1,6.879393113,14.25467792,0.723585412,90.2,809.92,2022,17.36,19.308,26.2,6.11316,10.876788,13.61805,2.530918045,0.737062348,8,82,25.2,7,87,69.8,54.8,1115,376.002,2,16,12.8,2,6,3.2,66,176,104,1,3.44,2.73,2,2,2,0,4,2.8,0,10,2,0,14,2.8,9.105,37.77,18.639,1,2,1.8,15.9994,207.2,59.05524,0.6,1.8,1.08,5.201100167
Ca1O3Si1,139,6.27,214.6,Ca1 O3 Si1,2.818933202,13.68539281,0.4781542,90.2,1040.12,3173,12.06,18.068,26.2,6.11316,11.023798,13.61805,2.243839154,0.664455248,8,20,11.6,7,87,69.2,54.8,1687,593.28,2,16,12.8,2,4,2.6,66,176,97,1,3.44,2.644,2,2,2,0,4,2.8,0,0,0,0,0,0,9.105,37.77,17.105,1,2,1.8,15.9994,40.078,23.23234,0.6,1.8,0.94,6.80825881
Ca1O3Sn1,225,5.32,148.9,Ca1 O3 Sn1,4.950347295,13.87282722,0.575418556,90.2,980.52,2875,16.29,18.914,26.2,6.11316,10.862246,13.61805,2.437782057,0.775436553,8,50,18.8,7,87,69.6,54.8,1115,356.896,2,16,12.8,2,5,3,66,176,102.6,1,3.44,2.656,2,2,2,0,4,2.8,0,10,2,0,0,0,9.105,37.77,19.674,1,2,1.8,15.9994,118.71,41.35724,0.6,1.8,1.01,5.754858738
Ca1O3Ti1,140,6.21,164.7,Ca1 O3 Ti1,3.940464343,11.4574819,0.674448386,90.2,1117.52,3560,10.64,17.784,26.2,6.11316,10.759086,13.61805,2.379209547,0.78990667,8,22,13.2,7,87,62.2,54.8,1941,644.08,2,16,10.8,2,4,2.8,66,176,106.8,1,3.44,2.572,2,2,2,0,4,2.4,0,2,0.4,0,0,0,9.105,37.77,16.355,1,3,2,15.9994,47.867,27.18864,0.6,1.8,1,7.13501176
Ca1O3Zr1,221,6.21,150.1,Ca1 O3 Zr1,4.46654005,13.33179523,0.641202342,90.2,1341.92,4682,14.02,18.46,26.2,6.11316,10.720242,13.61805,2.484939684,0.769720672,8,40,16.8,7,87,62.4,54.8,2128,681.48,2,16,10.8,2,5,3,66,176,109.8,1,3.44,2.53,2,2,2,0,4,2.4,0,2,0.4,0,0,0,9.105,37.77,17.656,1,3,2,15.9994,91.224,35.86004,0.6,1.8,1.03,7.411627033
Ca1O4Sc2,62,7.01,136.8,Ca1 O4 Sc2,3.818976752,12.04973841,0.739348695,90.2,1189.114286,3103,15,17.94857143,26.2,6.11316,10.52976286,13.61805,2.387632512,0.799011787,8,21,13.42857143,7,87,53.85714286,54.8,1814,708.8857143,2,16,10.28571429,2,4,2.857142857,66,176,111.4285714,1,3.44,2.497142857,2,2,2,0,4,2.285714286,0,1,0.285714286,0,0,0,9.105,37.77,16.95142857,1,3,2.142857143,15.9994,44.955912,27.71248914,0.6,1.8,1.057142857,7.262500252
Ca1O4Ti2,63,13.52,166.6,Ca1 O4 Ti2,4.325428417,10.95817619,0.665337774,90.2,1319.685714,3560,10.64,16.70285714,26.2,6.11316,10.60594286,13.61805,2.31718137,0.806373254,8,22,13.71428571,7,87,63,54.8,1941,745.1714286,2,16,10.57142857,2,4,2.857142857,66,176,108.5714286,1,3.44,2.548571429,2,2,2,0,4,2.285714286,0,2,0.571428571,0,0,0,9.105,37.77,15.36714286,1,3,2.142857143,15.9994,47.867,28.54422857,0.6,1.8,1,7.205907479
Ca1O5Si1Sn1,2,11.84,97.7,Ca1 O5 Si1 Sn1,4.355418024,12.71832257,0.46486327,90.2,1032,3173,12.06,17.66875,26.2,6.11316,11.21237625,13.61805,2.324421427,0.750706529,8,50,15.5,7,87,75,54.8,1687,447.635,2,16,13.75,2,5,2.75,66,176,94.5,1,3.44,2.7575,2,2,2,0,4,3,0,10,1.25,0,0,0,9.105,37.77,17.1275,1,2,1.875,15.9994,118.71,33.3588125,0.6,1.8,0.91875,6.291195246
Ca1O5Si1Ti1,15,17.44,112.2,Ca1 O5 Si1 Ti1,3.416464101,11.9096569,0.483034885,90.2,1117.625,3560,10.64,16.9625,26.2,6.11316,11.14790125,13.61805,2.27036364,0.839451865,8,22,12,7,87,70.375,54.8,1941,627.125,2,16,12.5,2,4,2.625,66,176,97.125,1,3.44,2.705,2,2,2,0,4,2.75,0,2,0.25,0,0,0,9.105,37.77,15.053125,1,3,2,15.9994,47.867,24.5034375,0.6,1.8,0.9125,7.145328447
Ca1O6Si2Zn1,15,9.05,83.4,Ca1 O6 Si2 Zn1,3.694094401,11.58186961,0.443056713,90.2,982.42,3173,9.16,16.364,26.2,6.11316,11.3519019,13.61805,2.210030562,0.759926293,8,30,12.6,7,87,75.4,54.8,1687,551.048,2,16,13.8,2,4,2.6,66,176,91.6,1,3.44,2.709,2,2,2,0,4,2.8,0,10,1,0,0,0,9.105,37.77,14.724,1,3,2,15.9994,65.409,25.76544,0.6,1.8,0.895,6.311472748
Ca1O6V2,12,4.55,29.2,Ca1 O6 V2,2.878368892,15.25314331,0.367645067,90.2,1073.133333,3680,8.32,16.33333333,26.2,6.11316,11.25709333,13.61805,2.361529858,0.753681199,8,23,12.66666667,7,87,69,54.8,2183,645.5333333,2,16,12,2,4,2.666666667,66,176,97.55555556,1,3.44,2.766666667,2,2,2,0,4,2.666666667,0,3,0.666666667,0,0,0,9.105,37.77,13.15777778,1,3,2.111111111,15.9994,50.9415,26.43971111,0.6,1.8,0.9,6.399369081
Ca1O7Si2Zr1,5,55.67,131.4,Ca1 O7 Si2 Zr1,3.518353883,12.84897473,0.406905942,90.2,1219.672727,4682,12.06,16.89636364,26.2,6.11316,11.30697909,13.61805,2.254119069,0.719134541,8,40,13.09090909,7,87,74.18181818,54.8,2128,636.4181818,2,16,13.27272727,2,5,2.636363636,66,176,94.09090909,1,3.44,2.746363636,2,2,2,0,4,2.909090909,0,2,0.181818182,0,0,0,9.105,37.77,15.05272727,1,3,2,15.9994,91.224,27.22443636,0.6,1.8,0.886363636,7.289061857
Ca1P1,189,4.93,66.8,Ca1 P1,2.433608384,24.24059419,0.590286988,550,1153.5,1757,17.02,21.61,26.2,6.11316,8.299925,10.48669,3.004198674,0.8607223,15,20,17.5,7,83,45,317.3,1115,716.15,2,15,8.5,3,4,3.5,107,176,141.5,1,2.19,1.595,2,2,2,0,3,1.5,0,0,0,0,0,0,22.5702381,37.77,30.17011905,1,2,1.5,30.973762,40.078,35.525881,1,1.8,1.4,3.809619393
Ca1P2Zn2,164,6.29,67.6,Ca1 P2 Zn2,3.980765279,19.42570038,0.549978567,550,1043.4,1757,9.16,15.712,26.2,6.11316,9.1749876,10.48669,2.768525982,0.850168176,15,30,22,7,83,62.2,317.3,1115,626.992,2,15,11.2,3,4,3.6,107,176,126.8,1,2.19,1.736,2,2,2,0,3,1.2,0,10,4,0,0,0,13.96,37.77,22.16609524,1,3,2.2,30.973762,65.409,46.5687048,1,1.8,1.3,2.931706242
Ca1P3,2,5.34,47,Ca1 P3,2.717692061,20.3159984,0.455249532,550,851.75,1757,17.02,19.315,26.2,6.11316,9.3933075,10.48669,2.86373403,0.709302301,15,20,16.25,7,83,64,317.3,1115,516.725,2,15,11.75,3,4,3.25,107,176,124.25,1,2.19,1.8925,2,2,2,0,3,2.25,0,0,0,0,0,0,22.5702381,37.77,26.37017857,1,2,1.75,30.973762,40.078,33.2498215,1,1.8,1.2,3.746628593
Ca1Rb1Sb1,129,1.08,17.7,Ca1 Rb1 Sb1,3.273907511,41.81149904,0.729948083,961,1526,1860,18.19,33.38333333,55.76,4.177128,6.299559333,8.60839,3.760877146,0.961451331,20,51,36,4,85,32,312.46,1115,777.08,1,15,6,4,5,4.666666667,139,220,178.3333333,0.82,2.05,1.29,1,2,1.666666667,0,3,1,0,10,3.333333333,0,0,0,31.56,90.7225,53.35083333,1,2,1.333333333,40.078,121.76,82.43526667,1.45,2.35,1.866666667,2.607836677
Ca1S1,225,12.87,57.4,Ca1 S1,2.565499433,23.34755337,0.612865387,717.87,1237.435,1757,15.53,20.865,26.2,6.11316,8.236585,10.36001,2.85812,1.570796327,16,20,18,7,88,47.5,388.36,1115,751.68,2,16,9,3,4,3.5,105,176,140.5,1,2.58,1.79,2,2,2,0,4,2,0,0,0,0,0,0,25.786875,37.77,31.7784375,1,2,1.5,32.065,40.078,36.0715,1,1.8,1.4,5.059482725
Ca1S3Zr1,62,4.64,66.4,Ca1 S3 Zr1,3.352008297,22.53978049,0.466676472,717.87,1718.522,4682,14.02,17.362,26.2,6.11316,8.765418,10.36001,2.969253447,0.781761918,16,40,21.6,7,88,63,388.36,2128,881.616,2,16,10.8,3,5,3.6,105,176,133.2,1,2.58,2.014,2,2,2,0,4,2.4,0,2,0.4,0,0,0,23.195,37.77,27.665125,1,3,2,32.065,91.224,45.4994,1,1.8,1.27,5.760043062
Ca1S4Sc2,62,3.94,68.6,Ca1 S4 Sc2,2.926800996,20.9313817,0.51528067,717.87,1547.782857,3103,15,16.90285714,26.2,6.11316,8.668025714,10.36001,2.866720285,0.797429195,16,21,18,7,88,54.42857143,388.36,1814,899.4914286,2,16,10.28571429,3,4,3.428571429,105,176,133.7142857,1,2.58,2.005714286,2,2,2,0,4,2.285714286,0,1,0.285714286,0,0,0,22.235,37.77,26.48392857,1,3,2.142857143,32.065,44.955912,36.892832,1,1.8,1.285714286,5.729575073
Ca1S4Y2,62,3.39,66,Ca1 S4 Y2,3.424115288,23.98096407,0.536391126,717.87,1692.354286,3609,15.53,18.29714286,26.2,6.11316,8.569685714,10.36001,2.985191823,0.806099425,16,39,23.14285714,7,88,54.71428571,388.36,1799,895.2057143,2,16,10.28571429,3,5,3.714285714,105,190,139.4285714,1,2.58,1.965714286,2,2,2,0,4,2.285714286,0,1,0.285714286,0,0,0,25.786875,37.77,29.37821429,1,3,2.142857143,32.065,88.90585,49.44995714,1,1.8,1.342857143,5.832309601
Ca1Se1,225,6.44,48.2,Ca1 Se1,3.725958973,26.52568786,0.580562716,958,1357.5,1757,16.42,21.31,26.2,6.11316,7.932775,9.75239,2.982329,1.570796327,20,34,27,7,89,48,494,1115,804.5,2,16,9,4,4,4,120,176,148,1,2.55,1.775,2,2,2,0,4,2,0,10,5,0,0,0,25.92,37.77,31.845,1,2,1.5,40.078,78.96,59.519,1.15,1.8,1.475,4.342125625
Ca1Si1Sr1,62,2.21,34.6,Ca1 Si1 Sr1,2.831609127,30.45201228,0.695242789,1655,2195,3173,12.06,24.06666667,33.94,5.69485,6.65323,8.15168,3.430479754,0.83541486,14,38,24,7,78,31,1050,1687,1284,2,14,6,3,5,4,111,195,160.6666667,0.95,1.9,1.283333333,2,2,2,0,2,0.666666667,0,0,0,0,0,0,20.44,54.23,37.48,1,2,1.333333333,28.0855,87.62,51.92783333,1.1,2,1.633333333,3.159482496
Ca1Te1,221,2.14,40.2,Ca1 Te1,4.254119504,32.72544052,0.548855328,1261,1509,1757,20.46,23.33,26.2,6.11316,7.56138,9.0096,3.198614,1.570796327,20,52,36,7,90,48.5,722.66,1115,918.83,2,16,9,4,5,4.5,138,176,157,1,2.1,1.55,2,2,2,0,4,2,0,10,5,0,0,0,34.76333333,37.77,36.26666667,1,2,1.5,40.078,127.6,83.839,1.4,1.8,1.6,3.8480098
Ca2Cd1P2,36,2.87,46.2,Ca2 Cd1 P2,3.510889925,24.07545205,0.605049162,550,1130.8,1757,13,19.888,26.2,6.11316,8.438704,10.48669,3.044767409,0.77936834,15,48,23.6,7,83,50,317.3,1115,691.764,2,15,9.2,3,5,3.8,107,176,142,1,2.19,1.614,2,2,2,0,3,1.2,0,10,2,0,0,0,19.495,37.77,28.03509524,1,3,1.8,30.973762,112.411,50.9029048,1,1.8,1.43,3.227330515
Ca2Cd1Sb2,62,1.16,25.3,Ca2 Cd1 Sb2,4.788552793,30.24460756,0.595125468,1040,1654.8,1860,13,20.356,26.2,6.11316,7.687384,8.99382,3.327357345,0.792836733,20,51,38,7,85,50.8,594.22,1115,926.356,2,15,9.2,4,5,4.6,139,176,154.8,1,2.05,1.558,2,2,2,0,3,1.2,0,10,6,0,0,0,19.495,37.77,31.631,1,3,1.8,40.078,121.76,87.2174,1.45,1.8,1.61,2.78903031
Ca2Ga2O5,46,9.44,125.2,Ca2 Ga2 O5,4.410677181,12.53261432,0.6364504,90.2,991,2477,11.8,18.08888889,26.2,5.999301,10.25724133,13.61805,2.344096562,0.717090764,8,31,15.77777778,7,87,66.33333333,54.8,1115,345.5355556,2,16,12.22222222,2,4,2.888888889,66,176,102.8888889,1,3.44,2.535555556,2,2,2,0,4,2.444444444,0,10,2.222222222,0,0,0,9.105,37.77,17.64222222,1,2,1.777777778,15.9994,69.723,33.28877778,0.6,1.8,1.022222222,5.698692802
